,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1253,712.0,0,2.5,1,1,0,49,0.6,99.0,6,3,1131.0,1743.0,401.0,5,0,10,1,0,1,0
1613,1676.0,0,1.6,0,2,0,37,0.2,145.0,1,3,134.0,1197.0,2515.0,14,8,4,1,0,1,2
912,626.0,0,0.7,1,2,1,23,0.5,187.0,2,9,90.0,1334.0,3458.0,7,5,11,1,0,1,2
491,1889.0,0,2.8,0,5,1,31,1.0,132.0,1,10,170.0,1106.0,3672.0,5,1,3,1,1,1,3
953,852.0,1,1.6,1,6,1,54,0.4,147.0,5,7,538.0,730.0,1275.0,13,7,12,1,0,1,0
1097,1375.0,0,0.5,1,2,1,35,0.1,194.0,2,3,227.0,772.0,1947.0,15,13,15,1,1,1,1
1032,1753.0,0,1.2,0,8,1,12,0.9,113.0,7,17,387.0,1595.0,1445.0,17,16,12,1,1,1,1
587,1663.0,1,0.5,0,0,0,40,0.6,147.0,4,15,951.0,1545.0,1336.0,8,5,15,1,0,0,1
750,1276.0,1,2.9,1,2,0,53,0.3,130.0,2,3,217.0,735.0,3798.0,19,10,8,1,1,1,3
657,1778.0,0,1.4,1,3,1,45,1.0,132.0,4,17,88.0,516.0,1624.0,15,13,9,1,1,0,1
234,528.0,0,1.7,0,12,1,6,0.8,142.0,2,15,574.0,637.0,3256.0,9,8,6,1,1,0,2
732,984.0,1,0.5,0,13,1,42,0.8,98.0,7,17,1036.0,1611.0,898.0,16,8,13,1,1,0,0
1988,1547.0,1,2.9,0,2,0,57,0.4,114.0,1,3,347.0,957.0,1620.0,9,2,19,0,1,1,1
1632,1362.0,1,2.9,0,0,0,47,0.5,186.0,6,4,600.0,1042.0,3629.0,19,17,5,0,1,1,3
1156,1732.0,0,0.8,0,2,0,61,0.3,172.0,5,3,201.0,656.0,3940.0,17,11,20,0,1,1,3
1469,726.0,0,2.2,0,0,1,40,0.8,94.0,4,20,323.0,978.0,1342.0,16,11,4,1,1,1,0
1424,1352.0,0,2.4,0,5,1,6,0.9,92.0,6,9,629.0,1299.0,1309.0,12,1,14,1,0,0,1
1627,865.0,0,2.9,0,5,0,16,0.1,89.0,4,12,335.0,1009.0,3494.0,13,3,14,0,0,1,3
934,553.0,0,0.5,1,2,1,23,0.5,119.0,3,3,993.0,1517.0,2981.0,7,3,14,1,0,0,2
1209,1895.0,0,0.5,0,2,1,5,0.7,134.0,1,11,725.0,1335.0,774.0,15,4,6,1,1,0,1
1065,1043.0,1,0.5,0,7,0,42,0.1,111.0,3,8,716.0,1626.0,912.0,16,9,6,0,1,0,0
108,1135.0,1,2.0,1,0,0,46,0.3,83.0,1,4,293.0,1846.0,3029.0,19,17,9,1,1,1,3
1542,1908.0,0,0.5,0,9,1,30,1.0,111.0,2,19,140.0,1046.0,2944.0,19,17,17,1,0,1,3
568,1288.0,0,2.8,1,15,0,50,0.1,121.0,2,20,1177.0,1809.0,3129.0,17,6,2,0,0,0,3
1167,622.0,0,0.7,0,0,1,9,0.3,127.0,2,0,98.0,511.0,3916.0,13,1,5,1,0,1,2
1174,673.0,1,2.2,1,2,0,3,0.4,84.0,2,9,1109.0,1247.0,2719.0,19,2,9,1,1,1,2
890,1132.0,0,1.0,0,0,0,8,0.1,157.0,1,4,1091.0,1293.0,1950.0,11,2,6,0,1,1,1
947,907.0,0,1.4,1,3,0,42,0.2,151.0,1,16,171.0,507.0,584.0,11,9,6,1,0,0,0
1048,1960.0,1,2.1,0,1,0,7,0.2,165.0,7,9,868.0,877.0,3773.0,11,9,6,0,1,1,3
1352,798.0,1,0.5,1,7,0,2,0.8,148.0,2,15,497.0,627.0,3593.0,14,9,3,0,1,0,2
1777,843.0,0,1.3,1,1,0,16,0.9,119.0,7,4,593.0,732.0,1734.0,17,8,14,0,0,1,1
1446,1142.0,1,1.4,1,6,0,6,0.7,190.0,8,8,534.0,855.0,663.0,12,4,5,0,1,1,0
884,841.0,1,0.5,1,8,0,39,0.1,199.0,6,13,546.0,828.0,2942.0,11,5,16,0,1,1,2
1672,1379.0,1,1.5,0,6,1,9,0.8,118.0,8,13,98.0,755.0,1693.0,11,4,18,1,0,1,1
850,840.0,0,0.6,0,0,1,63,0.8,137.0,7,19,987.0,1081.0,3486.0,12,8,18,1,1,0,3
734,1536.0,0,0.8,0,12,0,13,0.3,105.0,7,20,22.0,1634.0,2020.0,6,0,16,1,1,0,2
717,1397.0,0,2.4,1,5,1,3,0.2,121.0,3,15,433.0,1658.0,1378.0,18,15,4,1,1,1,1
454,932.0,0,1.3,0,1,0,64,0.7,154.0,7,2,1176.0,1224.0,3817.0,8,7,9,1,1,1,3
264,1722.0,0,2.6,0,8,0,18,0.8,177.0,2,16,865.0,1741.0,3271.0,14,0,15,1,0,1,3
75,819.0,0,0.6,1,8,1,42,0.9,188.0,6,20,339.0,1242.0,1814.0,5,4,13,1,0,1,1
1657,1208.0,0,2.9,0,5,1,16,1.0,175.0,1,19,691.0,1028.0,2201.0,17,16,12,1,0,0,1
444,1631.0,0,0.9,1,2,1,3,0.1,198.0,7,12,177.0,1905.0,301.0,13,5,13,1,0,0,0
395,1896.0,0,0.5,1,8,1,7,0.4,141.0,2,13,447.0,794.0,3684.0,9,7,18,1,0,0,3
176,685.0,0,0.5,0,2,0,29,0.8,93.0,7,10,433.0,648.0,728.0,14,8,4,0,0,1,0
1042,1674.0,0,2.8,1,0,1,52,0.2,89.0,3,7,1432.0,1649.0,2030.0,7,0,6,1,0,0,2
1735,753.0,1,0.5,0,11,1,48,0.1,121.0,8,20,606.0,1316.0,3484.0,11,10,16,1,0,0,3
1401,950.0,0,0.5,0,6,1,55,0.1,124.0,8,7,86.0,1681.0,1305.0,6,5,4,1,0,1,0
1380,1811.0,0,2.9,0,0,0,33,0.2,132.0,8,2,1099.0,1553.0,2610.0,8,3,13,1,1,0,3
595,652.0,0,0.5,1,1,0,58,0.6,142.0,3,2,464.0,781.0,565.0,18,12,9,0,0,1,0
61,799.0,1,2.3,0,1,1,63,0.8,144.0,8,6,361.0,975.0,431.0,15,6,6,1,1,1,0
1296,1644.0,0,2.8,0,0,1,44,1.0,137.0,8,0,358.0,791.0,2360.0,7,4,19,1,0,0,2
872,569.0,1,0.5,1,10,1,4,0.8,170.0,3,19,351.0,1159.0,2351.0,8,7,10,1,1,0,1
1489,772.0,1,1.2,1,7,1,8,0.6,134.0,7,8,552.0,1802.0,422.0,7,6,15,1,0,0,0
1878,608.0,1,0.5,1,0,0,64,0.9,94.0,4,0,4.0,1351.0,2517.0,16,8,7,1,1,1,1
278,538.0,0,0.8,0,12,1,2,0.8,177.0,7,13,235.0,662.0,417.0,8,4,9,1,0,1,0
36,589.0,1,2.3,1,1,0,61,0.6,160.0,4,10,429.0,815.0,2113.0,13,7,2,1,0,1,1
1975,1157.0,1,0.8,0,7,0,27,0.1,88.0,8,8,1694.0,1798.0,2885.0,8,4,2,1,0,1,3
662,1695.0,0,0.5,1,6,1,46,0.7,200.0,3,9,1791.0,1898.0,446.0,16,13,15,1,1,1,1
1953,727.0,1,2.5,1,0,1,64,0.2,193.0,1,9,664.0,711.0,3654.0,9,1,16,1,1,0,3
1444,1237.0,1,2.5,0,7,0,13,0.8,98.0,4,12,18.0,1004.0,2528.0,11,8,16,0,0,0,2
977,1130.0,1,2.5,0,4,1,58,0.1,132.0,5,14,88.0,1261.0,1018.0,17,1,16,1,0,0,0
1571,1253.0,0,0.7,0,0,1,34,0.9,113.0,4,10,161.0,647.0,3518.0,7,3,8,1,1,1,3
738,1936.0,1,1.9,1,13,1,34,0.2,182.0,7,14,591.0,1089.0,1671.0,6,1,9,1,0,1,1
191,1562.0,1,1.3,1,1,1,7,0.2,190.0,5,15,642.0,1533.0,2243.0,12,10,6,1,0,0,2
919,1531.0,0,2.0,0,0,1,60,0.4,162.0,6,1,625.0,765.0,2524.0,13,11,7,1,0,0,2
456,1172.0,1,2.1,1,4,0,41,0.1,95.0,3,7,1314.0,1884.0,1107.0,7,3,5,0,0,0,1
675,600.0,0,2.5,1,8,1,22,0.1,145.0,1,11,207.0,1162.0,3441.0,19,1,5,1,0,0,2
760,1432.0,1,1.7,1,6,1,39,0.3,164.0,4,18,209.0,947.0,504.0,14,4,10,1,1,0,0
1807,713.0,0,1.4,1,4,0,53,0.8,98.0,1,17,123.0,1477.0,1462.0,19,18,13,1,0,1,0
1602,1494.0,0,1.6,1,4,1,24,0.2,101.0,1,17,979.0,1190.0,3614.0,15,12,9,1,0,0,3
728,1945.0,0,1.6,0,4,0,21,0.7,113.0,3,10,280.0,895.0,3015.0,6,1,15,0,0,0,3
412,1478.0,1,0.8,1,12,0,48,0.7,99.0,5,17,694.0,882.0,1141.0,5,2,6,0,0,1,1
1098,1827.0,1,0.8,0,4,0,61,0.9,130.0,7,9,253.0,1764.0,2693.0,8,3,7,0,1,1,3
825,1954.0,0,0.6,1,8,0,7,0.9,126.0,3,9,673.0,690.0,3438.0,17,12,13,1,0,0,3
1639,1768.0,1,2.0,0,0,1,2,0.8,88.0,7,2,1303.0,1814.0,3256.0,9,6,5,1,1,0,3
616,1369.0,1,1.8,1,6,0,34,0.5,162.0,1,7,553.0,727.0,3856.0,18,4,18,0,1,1,3
114,1804.0,0,0.5,0,9,1,22,0.6,153.0,7,19,1158.0,1244.0,3472.0,9,1,20,1,0,1,3
417,651.0,1,0.8,1,2,1,63,0.2,176.0,5,4,548.0,858.0,2244.0,14,9,19,1,1,0,1
1910,1872.0,1,1.9,0,5,0,35,0.6,111.0,3,14,1546.0,1879.0,2419.0,15,5,19,0,0,0,3
969,1345.0,1,3.0,0,7,1,38,0.1,162.0,3,11,512.0,1465.0,1322.0,9,2,15,1,0,0,1
604,1312.0,0,0.5,1,0,1,28,0.8,163.0,2,0,1233.0,1854.0,1087.0,17,16,14,1,0,0,1
1918,772.0,0,1.0,1,0,1,23,0.6,97.0,7,11,317.0,1805.0,2782.0,7,0,17,1,0,0,2
89,1309.0,0,1.1,1,0,0,33,0.5,100.0,4,14,557.0,1402.0,2334.0,10,1,11,1,0,1,2
848,825.0,1,1.5,0,11,0,38,0.4,94.0,3,18,540.0,783.0,716.0,11,4,14,0,1,0,0
1519,1335.0,1,3.0,0,3,0,60,0.8,180.0,2,4,83.0,559.0,3615.0,5,2,9,1,0,0,3
1917,1802.0,0,2.7,1,0,1,10,0.6,101.0,7,9,253.0,590.0,696.0,14,7,3,1,1,0,0
753,1996.0,0,2.5,0,5,1,51,0.4,122.0,4,9,671.0,1445.0,2236.0,8,7,12,1,0,1,2
498,1926.0,1,1.7,1,1,1,33,0.4,172.0,3,2,982.0,1157.0,2488.0,6,1,14,1,0,0,2
1276,586.0,0,1.4,1,10,1,8,0.5,142.0,8,14,116.0,598.0,3178.0,9,7,10,1,0,1,2
1325,912.0,0,0.7,0,3,0,47,0.9,182.0,3,6,724.0,794.0,1321.0,7,2,6,0,1,1,0
11,1520.0,1,2.2,0,5,1,33,0.5,177.0,8,18,151.0,1005.0,3826.0,14,9,13,1,1,1,3
396,788.0,0,2.5,1,4,1,57,0.9,91.0,8,12,42.0,1161.0,3969.0,12,8,6,1,1,1,3
284,1953.0,1,2.1,1,7,0,56,0.1,158.0,8,9,555.0,764.0,2334.0,11,5,4,1,0,0,2
1066,1809.0,0,0.5,0,6,0,23,0.7,123.0,6,19,433.0,1661.0,2784.0,12,6,20,1,1,1,3
1191,921.0,1,2.2,1,12,1,10,0.1,170.0,7,18,1272.0,1469.0,3153.0,8,2,11,1,1,0,3
1744,731.0,1,0.5,1,0,1,28,0.5,130.0,8,0,424.0,1032.0,1774.0,12,8,10,1,0,0,1
690,1403.0,0,2.7,0,2,1,26,0.1,164.0,5,3,461.0,1251.0,3371.0,13,9,9,1,0,1,3
1752,1938.0,1,0.5,1,5,0,44,0.5,121.0,2,9,1299.0,1935.0,3497.0,18,10,18,0,1,0,3
1875,868.0,1,0.9,0,5,0,5,0.4,137.0,4,7,40.0,1311.0,1519.0,13,0,2,0,0,1,0
689,705.0,1,0.5,0,5,1,57,0.9,155.0,6,9,1114.0,1374.0,1509.0,15,11,18,1,1,1,1
851,757.0,0,2.3,1,5,1,58,0.2,163.0,4,7,535.0,697.0,3237.0,19,12,9,1,0,1,2
159,1840.0,0,0.5,1,12,0,34,0.7,142.0,1,16,311.0,1545.0,1078.0,8,0,10,0,0,0,1
895,1790.0,1,2.3,1,3,1,49,0.5,100.0,3,11,396.0,1980.0,3568.0,6,2,18,1,0,1,3
1575,625.0,0,2.7,1,2,0,42,0.8,138.0,8,3,203.0,1771.0,2929.0,10,4,17,1,0,0,2
257,507.0,1,0.5,1,1,0,32,0.5,141.0,7,11,936.0,1398.0,1702.0,17,0,5,1,1,1,1
335,803.0,0,0.8,1,0,0,18,0.3,106.0,4,1,627.0,935.0,2801.0,18,15,12,0,1,0,2
1879,983.0,0,1.8,0,0,1,53,0.9,187.0,1,4,1001.0,1176.0,1389.0,17,8,8,1,1,1,1
1039,504.0,1,0.5,1,2,1,46,0.9,172.0,5,14,280.0,1795.0,2085.0,13,5,8,1,0,0,1
515,1832.0,0,0.7,0,2,0,2,0.6,90.0,7,6,186.0,654.0,2978.0,18,7,18,0,0,0,2
1348,1498.0,1,1.2,1,0,1,14,0.1,191.0,4,1,111.0,1167.0,577.0,14,12,12,1,1,0,0
1015,1371.0,0,0.5,0,4,0,52,0.5,167.0,4,19,471.0,663.0,3034.0,13,6,8,0,0,0,2
768,1149.0,1,2.2,0,4,0,30,0.2,106.0,6,5,1617.0,1675.0,3755.0,17,14,8,1,0,0,3
1746,1261.0,0,0.5,0,3,1,52,0.3,86.0,2,9,605.0,1429.0,1365.0,9,3,16,1,0,1,1
761,558.0,1,2.8,0,1,1,49,0.8,142.0,5,4,997.0,1605.0,392.0,10,5,8,1,1,1,0
1246,534.0,1,2.5,0,1,1,21,0.3,164.0,7,9,347.0,1477.0,2706.0,7,5,18,1,1,0,2
1203,1487.0,0,0.5,0,6,1,57,0.7,84.0,3,12,140.0,768.0,2563.0,18,4,14,1,0,0,2
1467,1497.0,1,0.9,1,4,1,10,0.1,153.0,8,20,98.0,977.0,3696.0,9,0,3,1,0,1,3
1983,1262.0,0,1.8,1,12,0,34,0.1,149.0,5,16,223.0,737.0,3248.0,13,3,4,0,1,1,2
521,1128.0,1,1.1,0,9,1,46,0.9,135.0,8,10,751.0,1582.0,1434.0,5,0,11,1,0,0,1
22,1949.0,0,2.6,1,4,0,47,0.3,199.0,4,7,407.0,822.0,1433.0,11,5,20,0,0,1,1
356,1828.0,1,2.1,1,0,0,17,0.9,199.0,1,1,336.0,898.0,2280.0,17,14,4,0,0,0,2
1277,1528.0,0,2.4,0,2,0,37,0.2,156.0,8,3,306.0,564.0,733.0,15,0,14,1,1,0,0
1312,1142.0,1,1.1,0,0,1,6,0.5,198.0,4,0,739.0,1766.0,1273.0,19,0,6,1,0,0,1
1682,1996.0,1,2.8,1,0,1,7,0.1,138.0,5,4,937.0,1083.0,1258.0,17,14,16,1,0,0,1
340,821.0,0,1.8,1,5,0,54,0.1,109.0,3,9,253.0,1786.0,3185.0,8,4,15,1,0,0,2
431,1772.0,1,0.5,1,3,0,64,0.7,116.0,8,15,270.0,545.0,1834.0,5,2,20,0,1,1,1
473,932.0,1,0.5,0,1,1,60,0.7,104.0,4,2,268.0,1078.0,1459.0,6,1,19,1,1,0,0
217,1336.0,0,0.9,0,5,1,17,0.2,194.0,5,9,55.0,583.0,1869.0,13,1,16,1,1,1,1
911,1284.0,1,2.8,1,0,0,10,0.9,155.0,2,14,160.0,516.0,2197.0,16,2,9,0,1,1,1
1227,1426.0,1,2.5,0,2,1,55,0.4,109.0,1,7,777.0,1032.0,2562.0,5,1,3,1,0,0,2
1596,832.0,1,0.5,1,1,1,5,0.1,165.0,5,2,9.0,1944.0,3946.0,12,5,14,1,1,1,3
1011,772.0,0,2.6,1,7,0,6,0.1,100.0,2,10,741.0,1471.0,929.0,13,6,18,0,1,1,0
1949,757.0,1,0.9,1,4,0,64,0.5,157.0,7,5,114.0,819.0,3433.0,6,5,10,1,1,0,2
93,879.0,1,2.5,0,11,1,14,0.7,83.0,6,15,403.0,1105.0,349.0,16,10,2,1,0,1,0
1008,1977.0,0,1.3,1,2,0,31,0.4,173.0,8,6,1145.0,1356.0,2641.0,8,2,7,0,0,0,3
1070,1659.0,1,2.5,0,2,0,41,0.1,88.0,7,18,787.0,1515.0,545.0,12,0,9,0,1,1,0
1092,846.0,1,2.6,0,0,1,58,0.1,123.0,4,15,1140.0,1983.0,2248.0,16,8,13,1,0,0,2
1914,759.0,0,2.5,0,3,1,39,0.3,162.0,2,8,110.0,1317.0,968.0,6,2,2,1,0,0,0
1308,1496.0,1,1.3,1,0,1,6,0.5,85.0,3,9,549.0,1383.0,3571.0,16,1,11,1,1,1,3
696,1348.0,0,1.3,0,0,0,43,0.4,116.0,5,6,204.0,501.0,3914.0,10,3,8,1,0,1,3
1827,1692.0,0,2.1,0,4,1,2,0.9,106.0,1,17,1899.0,1904.0,3779.0,9,3,7,1,1,1,3
996,774.0,0,0.5,1,2,1,10,0.5,188.0,2,9,1480.0,1731.0,2944.0,8,6,2,1,1,1,2
153,1485.0,0,1.0,0,2,1,32,0.7,84.0,2,9,510.0,1013.0,2147.0,19,1,11,1,1,0,2
1099,1697.0,0,0.5,0,0,1,60,0.1,90.0,4,0,88.0,1046.0,441.0,15,1,11,1,1,0,0
1718,637.0,1,0.8,1,2,0,28,0.6,194.0,4,6,1080.0,1289.0,2725.0,15,10,7,0,0,0,2
1997,1911.0,0,0.9,1,1,1,36,0.7,108.0,8,3,868.0,1632.0,3057.0,9,1,5,1,1,0,3
789,1614.0,0,1.9,0,8,1,55,0.3,188.0,3,17,860.0,1330.0,3914.0,17,13,13,1,0,0,3
580,1164.0,0,1.0,0,4,1,19,0.9,95.0,8,18,729.0,1704.0,3309.0,15,3,3,1,0,1,3
703,1413.0,0,0.5,1,4,1,39,0.1,185.0,5,12,1039.0,1318.0,3878.0,19,16,4,1,0,0,3
1212,864.0,0,2.5,0,10,1,24,0.7,148.0,4,15,1362.0,1378.0,3964.0,13,8,12,1,1,0,3
1295,1347.0,0,1.5,1,10,0,56,0.3,95.0,1,19,398.0,1528.0,2456.0,13,0,13,1,1,1,2
1665,1003.0,1,2.9,0,16,1,16,0.6,119.0,8,19,190.0,1905.0,1798.0,16,7,10,1,0,0,1
1260,1097.0,0,1.4,0,0,0,60,0.8,181.0,1,17,405.0,519.0,509.0,15,12,12,1,0,0,0
487,1663.0,1,2.5,1,13,1,27,0.3,169.0,4,14,831.0,1439.0,2084.0,7,1,18,1,0,0,2
559,1191.0,0,2.4,1,2,0,13,0.9,169.0,1,7,179.0,1813.0,1028.0,14,6,8,1,1,1,0
1141,1923.0,0,1.3,0,3,0,24,1.0,86.0,4,4,874.0,1264.0,2479.0,9,2,15,1,1,0,2
1119,1537.0,0,2.9,0,11,1,46,0.8,158.0,4,17,686.0,1305.0,2857.0,17,14,2,1,1,1,3
801,1422.0,0,1.0,0,15,0,3,0.1,112.0,1,17,1.0,926.0,509.0,19,1,3,1,1,1,0
512,1678.0,1,2.3,1,11,0,7,0.5,192.0,1,14,418.0,1763.0,574.0,5,3,19,1,0,0,0
633,1231.0,0,1.2,1,5,0,54,0.8,185.0,3,10,632.0,1184.0,1762.0,5,3,6,1,1,0,1
1921,569.0,1,2.5,1,0,0,41,0.3,124.0,1,1,388.0,605.0,2651.0,17,7,4,0,0,0,1
1787,1830.0,1,1.0,0,7,1,47,0.3,117.0,1,11,1191.0,1882.0,3362.0,13,10,11,1,0,0,3
1545,1660.0,0,0.5,0,2,1,15,0.7,100.0,8,8,440.0,569.0,2424.0,12,5,9,1,1,0,2
1150,877.0,0,1.3,1,9,1,46,0.8,135.0,1,14,457.0,652.0,3260.0,14,12,6,1,0,0,2
790,911.0,1,2.9,0,0,0,46,0.1,181.0,5,1,461.0,670.0,363.0,9,5,17,0,1,0,0
116,909.0,1,1.4,0,0,0,53,0.3,82.0,8,0,635.0,973.0,3187.0,12,9,4,1,0,0,2
740,1004.0,1,2.9,1,0,0,35,0.2,141.0,6,9,901.0,1162.0,3772.0,17,8,18,0,1,1,3
1690,1606.0,1,0.5,1,0,1,33,0.9,200.0,5,0,157.0,770.0,3437.0,11,1,2,1,0,0,3
1081,530.0,1,2.6,0,1,0,40,0.9,118.0,6,2,818.0,1090.0,1229.0,16,11,2,0,1,0,0
830,571.0,0,0.6,0,1,1,43,0.5,141.0,3,8,224.0,783.0,2587.0,7,5,18,1,0,0,1
119,1778.0,0,0.5,0,0,0,15,0.5,102.0,3,0,1445.0,1954.0,1214.0,5,0,14,1,0,0,1
656,1583.0,1,2.1,1,11,0,14,0.7,148.0,7,16,942.0,1651.0,1704.0,17,13,2,1,0,1,2
1907,709.0,0,2.4,1,1,0,11,0.1,130.0,5,11,119.0,1531.0,3568.0,16,14,3,0,0,1,3
635,701.0,1,0.7,0,7,0,15,0.5,160.0,3,11,1002.0,1256.0,1756.0,6,3,17,1,1,1,1
369,1725.0,0,0.5,1,8,1,52,1.0,185.0,6,12,1125.0,1195.0,1243.0,19,18,5,1,1,1,1
268,1283.0,1,1.6,1,4,0,47,0.9,93.0,5,5,372.0,692.0,2698.0,9,6,17,1,1,0,2
655,1994.0,0,1.5,1,2,1,7,0.5,146.0,8,7,447.0,1435.0,3622.0,7,0,20,1,0,1,3
935,1231.0,0,0.7,1,2,0,7,0.9,113.0,1,7,43.0,1663.0,3119.0,9,4,15,1,1,0,3
822,839.0,0,2.0,1,0,0,14,0.4,175.0,7,3,564.0,1391.0,3835.0,15,8,11,1,0,0,3
866,1664.0,1,2.9,1,9,1,15,0.5,177.0,7,19,1178.0,1929.0,1968.0,12,7,9,1,0,0,2
46,1723.0,1,1.1,1,1,0,42,1.0,164.0,8,14,202.0,1791.0,3587.0,10,5,3,1,0,0,3
1373,1616.0,1,2.3,1,3,0,52,0.1,100.0,5,8,151.0,1133.0,657.0,7,3,2,1,1,0,0
1708,1849.0,1,0.5,0,1,0,29,0.5,181.0,7,12,978.0,1986.0,3330.0,14,4,15,1,0,1,3
991,860.0,1,1.6,1,13,0,48,0.5,187.0,7,18,335.0,1463.0,1870.0,17,2,18,1,0,0,1
876,1064.0,0,2.9,1,1,1,34,0.2,184.0,6,13,1175.0,1569.0,654.0,16,13,6,1,0,0,0
773,1760.0,0,1.9,0,1,1,50,0.8,198.0,1,2,273.0,1704.0,2549.0,10,8,4,1,1,0,2
1219,984.0,0,0.5,1,3,1,9,0.8,140.0,3,20,531.0,707.0,841.0,18,15,16,1,0,0,0
1999,510.0,1,2.0,1,5,1,45,0.9,168.0,6,16,483.0,754.0,3919.0,19,4,2,1,1,1,3
4,1821.0,1,1.2,0,13,1,44,0.6,141.0,2,14,1208.0,1212.0,1411.0,8,2,15,1,1,0,1
1003,1402.0,1,0.6,1,3,0,46,0.3,87.0,7,12,1081.0,1767.0,347.0,17,0,12,1,0,1,0
1723,1002.0,0,2.6,1,7,0,27,0.1,146.0,1,10,115.0,1111.0,1295.0,18,15,17,1,0,1,0
263,767.0,0,1.5,0,4,0,28,0.7,175.0,4,10,344.0,1517.0,527.0,10,0,15,0,1,0,0
1569,1494.0,0,2.4,0,6,1,3,0.9,93.0,7,17,944.0,1003.0,1208.0,14,13,17,1,1,0,1
1830,958.0,1,1.6,0,9,1,60,0.4,200.0,1,12,730.0,751.0,1417.0,10,4,19,1,0,1,0
443,1448.0,0,1.4,1,13,0,26,1.0,156.0,3,16,1792.0,1850.0,1175.0,12,9,6,0,1,0,1
1002,511.0,1,0.6,1,12,0,50,0.1,175.0,3,16,140.0,622.0,1484.0,9,7,8,1,0,0,0
1077,1569.0,0,0.8,1,8,0,59,0.9,111.0,3,16,1261.0,1383.0,3672.0,15,2,15,1,0,1,3
837,787.0,1,0.5,0,15,0,11,0.6,93.0,1,16,806.0,1423.0,2934.0,8,6,14,1,0,1,2
1790,648.0,1,0.5,1,9,1,54,0.4,109.0,5,20,1153.0,1817.0,3124.0,5,0,13,1,0,0,3
304,1177.0,0,0.9,0,1,1,29,0.4,191.0,2,8,178.0,882.0,311.0,18,5,19,1,0,0,0
1365,1318.0,0,1.9,1,0,1,11,0.8,188.0,2,15,688.0,1591.0,1780.0,12,10,2,1,0,0,1
1557,1211.0,1,1.2,0,0,0,28,0.3,130.0,2,3,58.0,963.0,2750.0,6,1,14,0,1,0,2
313,645.0,0,1.2,0,6,1,41,0.7,184.0,8,17,741.0,1130.0,714.0,18,2,13,1,1,0,0
149,506.0,0,1.6,0,6,1,41,0.8,159.0,1,7,875.0,1025.0,2965.0,13,10,15,1,0,0,2
1148,727.0,1,1.5,0,0,1,32,1.0,131.0,7,1,813.0,1377.0,1891.0,19,13,7,1,0,1,1
1213,1177.0,0,0.9,0,1,0,11,1.0,181.0,4,7,945.0,1923.0,1887.0,8,5,11,1,1,1,1
574,1974.0,0,1.0,0,4,0,24,0.3,80.0,7,13,250.0,545.0,861.0,7,4,6,1,0,1,0
50,1547.0,1,3.0,1,2,1,14,0.7,198.0,3,19,1042.0,1832.0,2059.0,5,0,15,1,0,1,2
1552,1562.0,1,0.7,0,0,0,55,0.1,140.0,8,1,1032.0,1776.0,2096.0,15,3,3,0,0,0,2
726,614.0,0,1.7,1,0,1,58,0.2,128.0,7,2,22.0,519.0,3487.0,15,6,11,1,1,1,2
833,1368.0,1,1.6,1,4,0,9,0.1,115.0,7,7,843.0,1145.0,2941.0,13,12,17,0,1,0,3
1377,1071.0,0,2.6,0,0,0,49,0.3,199.0,4,5,1328.0,1970.0,3393.0,6,5,7,1,0,0,3
1115,501.0,1,0.5,1,14,0,22,0.5,174.0,6,20,239.0,1636.0,3077.0,17,3,17,0,0,0,2
1166,999.0,1,1.8,1,0,1,27,0.1,167.0,4,1,20.0,745.0,1344.0,17,10,5,1,0,0,0
470,752.0,0,0.5,1,1,0,48,0.7,87.0,7,13,164.0,728.0,3860.0,7,5,16,0,0,0,3
971,1239.0,0,1.2,1,5,1,52,0.9,122.0,2,10,590.0,661.0,417.0,8,0,6,1,0,1,0
653,571.0,0,1.6,1,8,0,35,0.2,186.0,7,20,177.0,1282.0,2598.0,13,5,8,1,1,0,1
399,1868.0,0,2.0,1,0,1,42,0.2,169.0,1,4,347.0,660.0,3131.0,8,3,7,1,1,1,3
511,1062.0,1,2.5,1,6,0,10,0.9,160.0,1,13,1596.0,1807.0,3803.0,7,3,16,0,0,1,3
320,728.0,0,1.7,1,0,1,5,0.6,101.0,2,20,584.0,775.0,834.0,16,0,5,1,1,0,0
19,682.0,1,0.5,0,4,0,19,1.0,121.0,4,11,902.0,1064.0,2337.0,11,1,18,0,1,1,1
684,706.0,0,0.5,0,13,1,31,0.1,108.0,3,19,543.0,938.0,2419.0,8,7,4,1,0,1,1
35,725.0,0,1.3,1,16,0,60,0.4,160.0,8,17,1134.0,1249.0,1326.0,10,4,15,1,0,0,1
902,1698.0,0,2.5,0,10,1,26,0.4,105.0,2,18,485.0,1819.0,1656.0,5,3,17,1,0,1,2
1778,1492.0,1,1.5,0,5,0,11,0.9,85.0,3,7,1684.0,1746.0,2259.0,14,12,19,0,1,1,3
827,1628.0,0,0.5,0,5,1,33,0.9,101.0,6,8,412.0,643.0,3361.0,16,10,13,1,0,0,3
1853,1702.0,1,0.5,1,8,0,2,0.6,185.0,6,19,921.0,1351.0,435.0,12,9,3,0,1,1,0
407,652.0,1,2.4,1,9,1,17,0.7,173.0,5,11,77.0,559.0,1974.0,12,10,12,1,0,0,0
